No_;Description;Unit Price;Söluflokkur;Item Category Code;ABC-Item;Áfengisgjald (tegund);Base Unit of Measure;Millilítrar;Heiti umboðsmanns;Vendor No_
02559;Darkhorse Double Crooked Tree IPA;1113;SÉRPÖNTUN;61;3;1;FL.;355;;670169-6189
02560;Nebuchadnezzar Imperial IPA;832;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02561;Omnipollo Magic #42 Passion Fruit and Key Lime Wit;675;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02562;M. Chapoutier Petite Ruche Crozes-Hermitage;3035;SÉRPÖNTUN;01;3;2;FL.;750;Lind ehf.;470205-0400
02563;M. Chapoutier La Sizeranne Hermitage;7000;SÉRPÖNTUN;01;3;2;FL.;750;Lind ehf.;470205-0400
02564;Baron Philippe de Rothschild Sauvignon Blanc;1529;REYNSLA;02;0;2;FL.;750;;530303-2410
02565;Baron Philippe Sauvignon;0;;02;0;0;FL.;500;;530354-0169
02566;Omnipollo Leon;651;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02567;Omnipollo Zodiak;603;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02568;Georges Duboeuf Fleur de Rosé;1090;KJARNI;03;0;2;FL.;750;Lind ehf.;420369-7789
02569;Lost Abbey Serpent's Stout;3275;SÉRPÖNTUN;61;3;1;FL.;750;;670169-6189
02570;Boon Oude Geuze;851;SÉRPÖNTUN;62;3;1;FL.;375;;670616-1690
02571;Boon Oude Geuze Mariage Parfait;1055;SÉRPÖNTUN;62;3;1;FL.;375;;670616-1690
02572;Oud Beersel Geuze;1035;SÉRPÖNTUN;62;3;1;FL.;375;;670616-1690
02573;Ale Smith Decadence 2014;3405;SÉRPÖNTUN;61;3;1;FL.;750;;670616-1690
02574;Mikkeller Beer Geek Dessert;1264;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02575;Prairie Bomb!;1522;SÉRPÖNTUN;61;3;1;FL.;355;;670616-1690
02576;Mikkeller Beer Geek Brunch W.BA Cognac;1834;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02577;Röd Gröd Med Flöde Fruit IPA;665;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02578;Alpen Cellers Chardonnay 750 ml;1170;REYNSLA;02;0;2;FL.;750;;450298-2399
02579;Alpen Cellers Sauvignon Blanc;1270;REYNSLA;02;0;2;FL.;750;Icemex ehf;450298-2399
02580;To Öl Sesson (Saison);563;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02581;Midori Melon;3805;REYNSLA;20;0;3;FL.;700;Icemex ehf;420895-2599
02582;Montecristo Open Master A/T 3p;5017;T-SÉRPÖNT;93;0;4;PKN;0;;550394-2359
02583;Anna de Codorniu;4599;SÉRPÖNTUN;04;3;2;FL.;1500;;550595-2579
02584;Ferreira Tawny;2190;KJARNI;05;0;3;FL.;750;Karl K. Karlsson hf.;601289-1489
02585;Duque de Viseau;1090;REYNSLA;02;0;2;FL.;750;Karl K. Karlsson hf.;601289-1489
02586;Giffard Cognac - Caramel;4255;SÉRPÖNTUN;20;3;3;FL.;500;;420369-7789
02587;Zanotto Col Fondo Bianco Frizzante;3390;SÉRFLOKKUR;02;3;2;FL.;750;;630317-2070
02588;Zanotto Prosecco Brut;3390;SÉRPÖNTUN;04;3;2;FL.;750;;570203-3980
02589;Custodi Etna Rosato Alnus;3889;SÉRPÖNTUN;03;3;2;FL.;750;;570203-3980
02590;Custodi Etna Rosso Pistus;3890;SÉRPÖNTUN;01;3;2;FL.;750;;570203-3980
02591;Knock Out Kiss;1320;REYNSLA;23;0;3;KIP.;1980;Gunnar Einarsson og Co ehf;561096-2369
02592;De Molen Amarillo DIPA;1044;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02593;Creme Galowers;1720;REYNSLA;20;0;3;FL.;700;Gunnar Einarsson og Co ehf;561096-2369
02594;Banana Tanduk;1740;REYNSLA;20;0;3;FL.;700;Gunnar Einarsson og Co ehf;561096-2369
02595;Jack Russell;2940;REYNSLA;13;0;3;FL.;700;Gunnar Einarsson og Co ehf;561096-2369
02596;Curacao Blue Ranconnier;1950;REYNSLA;20;0;3;FL.;700;Gunnar Einarsson og Co ehf;561096-2369
02597;Liqueur Poire Ranconnier;1190;REYNSLA;20;0;3;FL.;350;Gunnar Einarsson og Co ehf;561096-2369
02598;Liqueur Noisette Ranconnier;1190;REYNSLA;20;0;3;FL.;350;Gunnar Einarsson og Co ehf;561096-2369
02599;Liqueur Mure Ranconnier;1190;REYNSLA;20;0;3;FL.;350;Gunnar Einarsson og Co ehf;561096-2369
02600;Liqueur Banane Ranconnier;1190;REYNSLA;20;0;3;FL.;350;Gunnar Einarsson og Co ehf;561096-2369
02601;Terese del Castillo Ryssen;1890;REYNSLA;05;0;3;FL.;750;Gunnar Einarsson og Co ehf;561096-2369
02602;Brandy Napoleon Ranconnier VSO;2910;REYNSLA;10;0;3;FL.;700;Gunnar Einarsson og Co ehf;561096-2369
02603;Ryssen Brut;2340;REYNSLA;04;0;2;FL.;750;Gunnar Einarsson og Co ehf;561096-2369
02604;Rhum Rollest White;2320;REYNSLA;14;0;3;FL.;700;Gunnar Einarsson og Co ehf;561096-2369
02605;Creme de Cassis Ranconnier;1720;REYNSLA;20;0;3;FL.;700;Gunnar Einarsson og Co ehf;561096-2369
02606;Tequila Don Angel;2780;REYNSLA;15;0;3;FL.;700;Gunnar Einarsson og Co ehf;561096-2369
02607;Vermouth M Rosso;2030;REYNSLA;21;0;3;FL.;1000;Gunnar Einarsson og Co ehf;561096-2369
02608;Vermouth Bianco Maricapy;1620;REYNSLA;21;0;3;FL.;1000;Gunnar Einarsson og Co ehf;561096-2369
02609;Bourbon Three Oaks Kentucky St;2790;REYNSLA;13;0;3;FL.;700;Gunnar Einarsson og Co ehf;561096-2369
02610;Glen Monson;2810;REYNSLA;13;0;3;FL.;700;Gunnar Einarsson og Co ehf;561096-2369
02611;Vodka Pavlov Imperial;2280;REYNSLA;16;0;3;FL.;700;Gunnar Einarsson og Co ehf;561096-2369
02612;London Dry Gin Ryssen;2640;REYNSLA;16;0;3;FL.;700;Gunnar Einarsson og Co ehf;561096-2369
02613;Custodi Etna Rosso Ætnus;4890;SÉRPÖNTUN;01;3;2;FL.;750;;570203-3980
02614;Cirelli la Collina Cerasuolo d'Abruzzo;3290;SÉRFLOKKUR;03;3;2;FL.;750;;630317-2070
02615;Cirelli la Collina Cerasuolo d'Abruzzo Anfora;4390;SÉRPÖNTUN;03;3;2;FL.;750;;570203-3980
02616;Cirelli la Collina Montepulciano d'Abruzzo Anfora;4390;SÉRPÖNTUN;01;3;2;FL.;750;;570203-3980
02617;To Öl The Heathens Are Coming;616;SÉRPÖNTUN;60;3;1;FL.;330;;670616-1690
02618;Branca Menta;3999;SÉRPÖNTUN;21;3;3;FL.;500;;550595-2579
02619;Brance Menta;0;SÉRPÖNTUN;21;3;3;FL.;1000;;550595-2579
02620;Crabbie's Strawberry & Lime;339;SÉRPÖNTUN;62;3;1;FL.;330;;470169-1419
02621;Sundancer American Wheat;380;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02622;Sequana Russian River Pinot Noir;5898;SÉRPÖNTUN;01;3;2;FL.;750;;570169-0339
02623;Gerard Bertrand Pinot Noir Reserve Speciale;2398;KJARNI;01;2;2;FL.;750;;570169-0339
02624;Chateau Haut Gravet;4955;SÉRPÖNTUN;01;3;2;FL.;750;;570169-0339
02625;Caliterra Cabernet Sauvignon Reserva;1495;SÉRPÖNTUN;01;3;2;FL.;750;Karl K. Karlsson hf.;601289-1489
02626;Fontanafredda Nebbiolo d'Alba;1550;KJARNI;01;0;2;FL.;750;Karl K. Karlsson hf.;601289-1489
02627;Fontanafredda Barbera d'Alba;2497;SÉRFLOKKUR;01;3;2;FL.;750;Karl K. Karlsson hf;530303-2410
02628;Fontanafredda Barbaresco;2230;REYNSLA;01;0;2;FL.;750;;601289-1489
02629;Caliterra Chardonnay Reserva;1495;REYNSLA;02;0;2;FL.;750;;601289-1489
02630;Caliterra Cabernet Sauvignon Reservado;1180;KJARNI;01;0;2;FL.;750;;601289-1489
02631;Caliterra Chardonnay Reserva;1490;REYNSLA;02;0;2;FL.;750;;601289-1489
02632;Affligem Blond;469;SÉRFLOKKUR;61;3;1;FL.;300;;550394-2359
02633;Peroni Nastro Azzurro;359;KJARNI;60;1;1;FL.;330;Karl K. Karlsson hf;550595-2579
02634;Montecillo Gran Reserva Seleccion Especial;9085;SÉRPÖNTUN;01;3;2;FL.;750;;570169-0339
02635;Hrátóbak hitameðhöndlað - Grinded tobacco;0;T-KJARNI;81;0;0;KS.;0;;660169-1729
02636;Mikkeller Deception Session IPA;603;SÉRPÖNTUN;61;3;1;FL.;330;;670169-6189
02637;Colli di Tuscolo Horti Frascati 1996;1260;REYNSLA;02;0;2;FL.;750;;601289-1489
02638;Mikkeller Get Wit or Die tryin;576;SÉRPÖNTUN;61;3;1;FL.;330;;670169-6189
02639;Laurent Miquel Syrah Grenache;2299;SÉRPÖNTUN;01;3;2;FL.;750;;420178-0349
02640;Noval Tawny Reserve;2290;REYNSLA;05;0;2;FL.;750;;601289-1489
02641;Noval White Extra Dry;2590;REYNSLA;05;0;3;FL.;750;;601289-1489
02642;Jacquesson Dizy - Corne Bautray;15678;SÉRFLOKKUR;04;3;2;FL.;750;;460999-2519
02643;Carlsberg 20 ltr kútur;19202;SÉRPÖNTUN;60;3;1;KÚT.;20000;;420369-7789
02644;Tyrconnell Single Malt Irish Whiskey;8799;SÉRFLOKKUR;13;3;3;FL.;700;Karl K. Karlsson hei;420178-0349
02645;Absolut Raspberri;0;SÉRFLOKKUR;16;3;3;FL.;1000;;570169-0339
02646;Smirnoff Blue;9609;SÉRPÖNTUN;16;3;3;FL.;1000;;420369-7789
02647;Smirnoff Twist of Citrus;5399;REYNSLA;16;0;3;FL.;700;Ölgerðin Egill Skallagr. hf.;420369-7789
02648;Smirnoff Red með dælu;11230;REYNSLA;16;0;3;FL.;3000;;530354-0169
02649;Flying Dog Belgian Style IPA;849;SÉRFLOKKUR;61;3;1;FL.;355;;601083-0789
02650;Luxardo Amaretto di Saschira;3499;SÉRFLOKKUR;20;3;3;FL.;500;Allied Domecq Ísland;470169-1419
02651;Vagabond Pale Ale Gluten Free;448;SÉRFLOKKUR;61;3;1;FL.;330;;670616-1690
02652;Santa Rita Medalla Real Chardonnay;1690;KJARNI;02;0;2;FL.;750;Lind ehf.;410999-2859
02653;Marnier XO;6490;REYNSLA;10;0;3;FL.;700;;530354-0169
02654;Marnier VSOP;3480;REYNSLA;10;0;3;FL.;700;;420369-7789
02655;Gregory Guillaume Pet'Nat;3804;SÉRPÖNTUN;01;3;2;FL.;750;;700112-0120
02656;2008 Opus One;15990;SÉRFLOKKUR;01;3;2;FL.;750;Lind ehf.;530303-2410
02657;Le Petit Mouton de Mouton Rothschild;14999;SÉRFLOKKUR;01;3;2;FL.;750;Lind ehf.;530303-2410
02658;Timara Medium Dry;1280;REYNSLA;02;0;2;FL.;750;;530354-0169
02659;Montana Marlborough Sauvignon Blanc;2399;KJARNI;02;0;2;FL.;750;Lind ehf.;550595-2579
02660;Timara Dry;0;;02;0;0;;750;;530354-0169
02661;McDonald Hawkes Bay Church Road Chardonnay;1820;REYNSLA;02;0;2;FL.;750;;530354-0169
02662;To Öl Sur Citra Sour Pale Ale;668;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02663;Gæðingur hveitibjór 20 l kútur;22241;SÉRPÖNTUN;62;3;1;KÚT.;20000;;660810-0800
02664;Tyrconnell Single Malt;9999;SÉRPÖNTUN;13;3;3;FL.;1000;;420178-0349
02665;Tyrconnell Single Malt sjá vnr. 02644;7595;SÉRPÖNTUN;13;3;3;FL.;700;;420178-0349
02666;Larsen VS;10219;SÉRPÖNTUN;10;3;3;FL.;1000;;420369-7789
02667;Messias 10 ára Port;2110;REYNSLA;05;0;3;FL.;750;Jón Karl Einarsson e;590398-2259
02668;Peter Jakob Kuhn Riesling Brut Sekt;0;SÉRPÖNTUN;04;3;2;FL.;750;;700112-0120
02669;Peter Jakob Kuhn Mittelheim St. Nikolaus;5706;SÉRPÖNTUN;02;3;2;FL.;750;;700112-0120
02670;Gæðingur Micro 30 l kút;26338;SÉRPÖNTUN;60;3;1;KÚT.;30000;;660810-0800
02671;Muga Reserva;15998;SÉRPÖNTUN;01;3;2;FL.;3000;;420178-0349
02672;Clubmaster Mini Superior Sumatra 10 pk *20 vindlar;10351;T-SÉRPÖNT;93;0;0;PKN;0;;550394-2359
02673;Handelsgold Vanilla Wood Tip Cigarillos 10pk*5vind;7553;T-SÉRPÖNT;93;0;0;PKN;0;;550394-2359
02674;Handelsgold Classic Wood Tip Cigarillos 10pk*5vind;7410;T-SÉRPÖNT;93;0;0;PKN;0;;550394-2359
02675;Handelsgold No.1 Gold Label Classic 5pk * 5vindlar;10055;T-SÉRPÖNT;93;0;0;PKN;0;;550394-2359
02676;Dao Particular 1994 750 ml;1300;REYNSLA;01;0;2;FL.;750;;590398-2259
02677;Handelsgold No.2 Gold Label Classic 5pk * 5vindlar;10168;T-SÉRPÖNT;93;0;0;PKN;0;;550394-2359
02678;Handelsgold No.7 Gold Label Classic 5pk * 5 vindla;5999;T-SÉRPÖNT;93;0;0;PKN;0;;550394-2359
02679;Handelsgold No.9 Gold Label Classic 5pk * 5 vindla;9456;T-SÉRPÖNT;93;0;0;PKN;0;;550394-2359
02680;Fairview Shiraz;1700;REYNSLA;01;0;2;FL.;750;;550394-2359
02681;Davidoff Bundle Petit Corona 16 vindlar í selló;7962;T-SÉRPÖNT;93;0;0;PKN;0;;550394-2359
02682;Davidoff Bundle Short Robusto 16 vindlar í selló;10396;T-SÉRPÖNT;93;0;4;PKN;0;;550394-2359
02683;Grant Burge Filsell;2590;KJARNI;01;0;2;FL.;750;Rolf Johansen & Co ehf.;550394-2359
02684;Senor dei Robedas Assambiege;1510;REYNSLA;01;0;2;FL.;750;Rolf Johansen & Co ehf;550394-2359
02685;Simi Cabernet Sauvignon 1990;2270;REYNSLA;01;0;2;FL.;750;Rolf Johansen & Co ehf;550394-2359
02686;Vina Ardanza 1989;2200;REYNSLA;01;0;2;FL.;750;Rolf Johansen & Co ehf;550394-2359
02687;Campo Nuevo 1995;1150;REYNSLA;02;0;2;FL.;750;Rolf Johansen & Co ehf;550394-2359
02688;Singing Creek 1995;1450;REYNSLA;01;0;2;FL.;750;Rolf Johansen & Co ehf;550394-2359
02689;Railroad Red 1994;1440;REYNSLA;01;0;2;FL.;750;Rolf Johansen & Co ehf;550394-2359
02690;Luigi Bosecca Syrah 1991;1810;REYNSLA;01;0;2;FL.;750;Rolf Johansen & Co ehf;550394-2359
02691;Navarro Correas Collecion Privada 1992;1810;REYNSLA;01;0;2;FL.;750;Rolf Johansen & Co ehf;550394-2359
02692;Grant Burge Cabernet Sauvignon Cameron Vale;2450;REYNSLA;01;0;2;FL.;750;Rolf Johansen & Co e;550394-2359
02693;Cohiba Lanceros 5p;13269;T-SÉRPÖNT;93;0;0;PK.;0;;550394-2359
02694;Campo Nuevo 1995;1150;REYNSLA;01;0;2;FL.;750;Rolf Johansen & Co ehf;550394-2359
02695;Singing Creek 1995;1400;REYNSLA;02;0;2;FL.;750;Rolf Johansen & Co ehf;550394-2359
02696;Herve Ravera 500 Metres;3804;SÉRPÖNTUN;01;3;2;FL.;750;;700112-0120
02697;Mas Coutelou Classe;3804;SÉRPÖNTUN;01;3;2;FL.;750;;700112-0120
02698;José L. Piedra Cazadorez 5pk * 5 vindlar;15033;T-SÉRPÖNT;93;0;0;PKN;0;;550394-2359
02699;Hedges Three Vineyards;2430;REYNSLA;01;0;2;FL.;750;#Ísdal ehf.;550394-2359
02700;Maschio Prosecco Treviso Extra Dry;1999;KJARNI;04;3;2;FL.;750;;530303-2410
02701;Cidre Fermier Lemasson Brut;1590;SÉRFLOKKUR;06;3;2;FL.;750;;470205-0400
02702;Cantina Zaccagnini Pecorino;0;SÝNISHORN;02;3;2;FL.;750;;700103-3660
02703;Hoppin' Frog BORIS The Crusher Stout;2593;SÉRPÖNTUN;61;3;1;FL.;650;;670169-6189
02704;St. Stephan's Crown Sauvignon Blanc;930;REYNSLA;02;0;2;FL.;750;Icemex ehf;450298-2399
02705;Minerva Malvasia Bianca Chardonnay;0;SÉRPÖNTUN;02;3;2;FL.;750;;600112-1390
02706;Hoppin' Frog DORIS The Destroyer Stout;2986;SÉRPÖNTUN;61;3;1;FL.;650;;670169-6189
02707;Celtic Crossing;2690;REYNSLA;20;0;3;FL.;750;;420369-7789
02708;Villard Merlot Reserve;1520;REYNSLA;01;0;2;FL.;750;;430671-0149
02709;Hoppin' Frog Barrel Aged DORIS The Destroyer Stout;3916;SÉRPÖNTUN;61;3;1;FL.;650;;670169-6189
02710;De Dolle Oerbier;851;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02711;Brew Dog Dog D;2292;SÉRPÖNTUN;61;3;1;FL.;330;;670169-6189
02712;Darkhorse Crooked Tree IPA;825;SÉRPÖNTUN;61;3;1;FL.;355;;670169-6189
02713;Mark 1 reyktóbak í 70 gr. dós;2943;T-SÉRPÖNT;91;0;4;STK.;0;;521288-1409
02714;Rothbury Estate Cabernet Sauvignon;1560;REYNSLA;01;0;2;FL.;750;;450298-2399
02715;Brew Dog Hop Fiction IPA;491;SÉRPÖNTUN;61;3;1;FL.;330;;670169-6189
02716;Mikkeller Centennial Session IPA;576;SÉRPÖNTUN;61;3;1;FL.;330;;670169-6189
02717;Mikkeller / Henrik Vibskov Den Plettede Gris;603;SÉRPÖNTUN;62;3;1;FL.;330;;670169-6189
02718;Omnipollo Onda Mosaic Pale Ale;537;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02719;Noa Pecan Mud;1489;SÉRFLOKKUR;61;3;1;FL.;330;;670616-1690
02720;Omnipollo Agamemnon Bourbon BA;2358;SÉRPÖNTUN;61;3;1;FL.;375;;670616-1690
02721;Brekeriet Sour Blond;904;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02722;Bowmore Legend Malt;4590;REYNSLA;13;3;3;FL.;700;Icemex ehf.;420895-2599
02723;Bowmore Multi Pack Malt;7920;REYNSLA;13;0;3;PK.;1000;Icemex ehf;450298-2399
02724;Bowmore Cask Strength Malt 1 ltr.;8430;REYNSLA;13;0;3;FL.;1000;;450298-2399
02725;Liefmans Kriek Brut;799;SÉRFLOKKUR;62;3;1;FL.;330;;601083-0789
02726;Auchentoshan 10 ára;5382;REYNSLA;13;0;3;FL.;700;Vínheimar ehf;420895-2599
02727;Masi Masianco;0;SÉRPÖNTUN;02;3;2;FL.;1500;;420369-7789
02728;Trappistes Rochefort 8;640;SÉRPÖNTUN;61;3;1;FL.;330;;670616-1690
02729;Absolut Grape;8287;SÉRPÖNTUN;16;3;3;FL.;1000;;570169-0339
02730;Absolut Berri Acai;8287;SÉRPÖNTUN;16;3;3;FL.;1000;;570169-0339
02731;Absolut 100;0;SÉRPÖNTUN;16;3;3;FL.;1000;;570169-0339
02732;Mikkeller Spontandoubleblueberry;3523;SÉRPÖNTUN;62;3;1;FL.;375;;670169-6189
02733;Mikkeller Spontansauternes;1519;SÉRPÖNTUN;62;3;1;FL.;375;;670169-6189
02734;Ale Smith IPA;1834;SÉRPÖNTUN;61;3;1;FL.;650;;670169-6189
02735;Tullamore Drew;44799;SÉRPÖNTUN;13;3;3;FL.;4500;;470169-1419
02736;Joseph Cartron Amaretto;1180;REYNSLA;20;0;3;FL.;500;;670502-2010
02737;Mikkeller SpontanCherry w/Frederiksdal BA;0;SÉRPÖNTUN;62;3;1;FL.;375;;670169-6189
02738;Mikkeller Simcoe Session IPA;0;SÉRPÖNTUN;61;3;1;FL.;330;;670169-6189
02739;Sérmerktur Kaldi Október;399;SÉRPÖNTUN;60;3;1;FL.;330;;541205-1520
02740;Kaldi Október 30 l kút.;27069;SÉRPÖNTUN;60;3;1;KÚT.;30000;;541205-1520
02741;Gæðingur Micro 20 l kút;17558;SÉRPÖNTUN;60;3;1;KÚT.;20000;;660810-0800
02742;Bollinger Grande Annee 1988;8710;REYNSLA;04;0;2;FL.;1500;;580483-0709
02743;Bollinger Special Cuvée Brut;17490;SÉRPÖNTUN;04;3;2;KASSI;1500;Austurbakki hf.;470169-1419
02744;Bollinger Special Cuvee;3699;SÉRFLOKKUR;04;3;2;FL.;375;Austurbakki hf.;470169-1419
02745;Piccini Cabernet Vito;0;SÉRPÖNTUN;01;3;2;BOX;3000;;420369-7789
02746;Hoegaarden Wit-Blanche;24999;SÉRPÖNTUN;62;3;1;KÚT.;30000;;420178-0349
02747;Leffe Blonde;33999;SÉRPÖNTUN;61;3;1;KÚT.;30000;;420178-0349
02748;Delas Crozes-Hermitage Tour d'Albon;2083;REYNSLA;01;0;2;FL.;750;Austurbakki hf;511105-1290
02749;Delas Cote-Rotie Seigneur de Maugiron;4557;SÉRFLOKKUR;01;3;2;FL.;750;Austurbakki hf;511105-1290
02750;Delas Hermitage Les Bessard;4990;REYNSLA;01;0;2;FL.;750;;580483-0709
02751;Delas Syrah;1998;REYNSLA;01;0;2;FL.;750;Austurbakki hf;620509-0190
02752;Pierre Andre Batard-Montrachet;7890;REYNSLA;02;0;2;FL.;750;;580483-0709
02753;Jack Daniel's Old No. 7;9999;SÉRPÖNTUN;13;3;3;FL.;1000;;550595-2579
02754;Joseph Cartron Pisang;3299;SÉRFLOKKUR;20;3;3;FL.;500;;550595-2579
02755;Fontedicto Pirouette;4682;SÉRPÖNTUN;01;3;2;FL.;750;;700112-0120
02756;Joel Courtault Rose de Sable;3804;SÉRPÖNTUN;04;3;2;FL.;750;;700112-0120
02757;La Paonnerie Voila du Gros Lot;4097;SÉRPÖNTUN;03;3;2;FL.;750;;700112-0120
02758;Jordan Sauvignon Blanc;1590;REYNSLA;02;0;2;FL.;700;Austurbakki hf;580483-0709
02759;The Balvenie 21 árs;32990;SÉRFLOKKUR;13;3;3;FL.;700;;470169-1419
02760;Birkir Snaps;689;SÉRPÖNTUN;18;3;3;FL.;50;;570169-0339
02761;Jordan Merlot;1710;REYNSLA;01;0;2;FL.;750;;580483-0709
02762;Boli Premium;20990;SÉRPÖNTUN;60;3;1;KÚT.;25000;;420369-7789
02763;Chateau Bela Riesling 2011;0;SÝNISHORN;02;3;2;FL.;750;;530303-2410
02764;Moulin a Vent;1590;REYNSLA;01;0;2;FL.;750;Austurbakki hf;580483-0709
02765;Davidoff WSC Churchill 5pk*4 vindlar;9464;T-SÉRPÖNT;93;0;4;STK.;0;;550394-2359
02766;Davidoff WSC Petit Corona 5pk*5vindlar;5922;T-SÉRPÖNT;93;0;4;PK.;0;;550394-2359
02767;Davidoff WSC Robuso 4 vindlar;8268;T-SÉRPÖNT;93;0;4;PK.;0;;550394-2359
02768;Davidoff WSC Toro 5pk*4 vindlar;9943;T-SÉRPÖNT;93;0;4;PK.;0;;550394-2359
02769;La Buvette a Paulette;3512;SÉRPÖNTUN;01;3;2;FL.;750;;700112-0120
02770;Shott's Cranberry;1260;REYNSLA;23;0;3;KIP.;1980;;591294-2109
02771;Tempt 3 Apple;199;KJARNI;06;0;2;DS.;330;;410999-2859
02772;Vi de Vila Porrera Caranyana, Garnatxa Priorat;4567;SÉRFLOKKUR;01;3;2;FL.;750;;460999-2519
02773;Wente Morning Fog Chardonnay;1973;REYNSLA;02;1;2;FL.;750;Habe ehf.;520914-2180
02774;Wente Southern Hills Cabernet Sauvignon;1973;REYNSLA;01;1;2;FL.;750;;520914-2180
02775;Wente Pinot Noir;1640;REYNSLA;01;0;2;FL.;750;Habe ehf.;420895-2599
02776;Aurum;0;REYNSLA;20;0;2;FL.;700;Meistaravörur ehf;600301-3650
02777;Kilbeggan Single Grain 8 ára;7899;SÉRPÖNTUN;13;3;3;FL.;700;;420178-0349
02778;Cragganmore 12 ára;15455;SÉRPÖNTUN;13;3;3;FL.;1000;;420369-7789
02779;Canyon Road Sauvignon BLanc;0;;02;0;0;;750;;530354-0169
02780;Canyon Road Cabernet Sauvignon;900;KJARNI;01;0;2;FL.;750;Lind ehf;420369-7789
02781;Geyser Peak Alexander Valley;3630;REYNSLA;01;0;2;FL.;750;;530354-0169
02782;Geyser Peak Johannisberg Riesling;1320;REYNSLA;02;0;2;FL.;750;Lind ehf;530354-0169
02783;Geyser Peak Shiraz;2030;REYNSLA;01;0;2;FL.;750;Lind ehf;530354-0169
02784;Geyser Peak Sauvignon Blanc;0;;02;0;0;;750;;530354-0169
02785;Geyser Peak Merlot;1360;REYNSLA;01;0;2;FL.;750;Lind ehf.;530354-0169
02786;Geyser Peak Chardonnay;2199;SÉRFLOKKUR;02;3;2;FL.;750;Lind ehf;420178-0349
02787;Columbia Crest Chardonnay;1080;KJARNI;02;0;2;FL.;750;Lind ehf.;420369-7789
02788;Columbia Crest Cabernet Sauvignon Grand Estates ;2731;KJARNI;01;3;2;FL.;750;Lind ehf.;530303-2410
02789;Columbia Crest Grand Estates Merlot;2731;KJARNI;01;2;2;FL.;750;Lind ehf.;530303-2410
02790;Columbia Crest Grand Estates Chardonnay;2631;SÉRFLOKKUR;02;3;2;FL.;750;;530303-2410
02791;Columbia Crest Estate Cabernet Sauvignon;1260;KJARNI;01;0;2;FL.;750;Lind ehf.;420369-7789
02792;Columbia Crest Estate Merlot;1390;KJARNI;01;0;2;FL.;750;Lind ehf.;420369-7789
02793;Chateau Michelle Chardonnay;1980;REYNSLA;02;0;2;FL.;750;;530303-2410
02794;Chateau Ste Michelle Cabernet Sauvignon;2898;SÉRPÖNTUN;01;3;2;FL.;750;;530303-2410
02795;Chateau Michelle Merlot;2279;REYNSLA;01;0;2;FL.;750;Lind ehf.;530303-2410
02796;Poliakov vodka;5199;REYNSLA;16;0;3;FL.;700;Rolf Johansen & Co e;601083-0789
02797;Iuli Umberta;2990;SÉRPÖNTUN;01;3;2;FL.;750;;570203-3980
02798;Iuli Rossore;3889;SÉRPÖNTUN;01;3;2;FL.;750;;570203-3980
02799;Brew Dog Alice Porter;354;SÉRPÖNTUN;61;3;1;FL.;330;;670169-6189
02800;Iuli Nino;4109;SÉRPÖNTUN;01;3;2;FL.;750;;570203-3980
02801;Bardinet Kirsch Liqueur;2730;REYNSLA;20;0;3;FL.;700;Rolf Johansen & Co e;550394-2359
02802;Iuli Malidea;4590;SÉRPÖNTUN;01;3;2;FL.;750;;570203-3980
02803;Iuli Barabba;5690;SÉRPÖNTUN;01;3;2;FL.;750;;570203-3980
02804;Bardinet Cafe;2130;REYNSLA;20;0;3;FL.;700;Rolf Johansen & Co ehf;550394-2359
02805;Bardinet Cacao-Chouva;2590;REYNSLA;20;0;3;FL.;700;Rolf Johansen & Co ehf.;420895-2599
02806;Bardinet Creme de Menthe;1980;REYNSLA;20;0;3;FL.;700;Rolf Johansen & Co ehf;550394-2359
02807;Bardinet Peach Schnapps;1690;REYNSLA;20;0;3;FL.;700;Rolf Johansen & Co e;550394-2359
02808;Bardinet Curacao Blue;1920;REYNSLA;20;0;3;FL.;700;Rolf Johansen & Co ehf;550394-2359
02809;Bardinet Curacao Triple Sec;2840;REYNSLA;20;0;3;FL.;700;;550394-2359
02810;Bardinet Parfait Amour;1900;REYNSLA;20;0;3;FL.;700;Rolf Johansen & Co ehf;550394-2359
02811;Bardinet Anisette Royale;1850;REYNSLA;20;0;3;FL.;700;Rolf Johansen & Co ehf;550394-2359
02812;Bardinet Banadry;1960;REYNSLA;20;0;3;FL.;700;;550394-2359
02813;Bardinet Framboise-Rasperry;0;;20;0;3;;700;;550394-2359
02814;Bardinet Fraise;1710;REYNSLA;20;0;3;FL.;700;Rolf Johansen & Co ehf;550394-2359
